order_id,order_date,ship_date,order_status,customer_id,product_id,product_name,category,sub_category,quantity,unit_price,sales,discount,profit,state,country,region,shipping_mode
ORD100947,2024-03-23,2024-03-30,Delivered,CUST1689,PROD129,Decor Product,Home & Kitchen,Decor,4,24.49,97.96,11.91,74.0,Delhi,France,North,Same Day
ORD100948,2023-07-27,2023-07-28,In Transit,CUST6774,PROD486,Men Product,Fashion,Men,3,136.81,410.43,66.59,296.66,Tamil Nadu,Canada,East,Second Class
ORD100949,2023-06-01,2023-06-06,In Transit,CUST1002,PROD442,Indoor Product,Sports,Indoor,3,393.74,1181.22,120.8,836.72,Texas,Canada,West,Standard
ORD100950,2024-11-16,2024-11-20,Returned,CUST5424,PROD707,Decor Product,Home & Kitchen,Decor,1,245.19,245.19,53.26,141.24,Texas,Italy,South,Second Class
ORD100951,2023-08-15,2023-08-20,Shipped,CUST2154,PROD998,Fiction Product,Books,Fiction,5,260.83,1304.15,267.29,649.49,Tamil Nadu,USA,Central,First Class
ORD100952,2023-11-29,2023-12-04,Shipped,CUST1376,PROD627,Appliances Product,Home & Kitchen,Appliances,2,223.29,446.58,33.75,336.14,Delhi,France,North,Same Day
ORD100953,2024-04-18,2024-04-19,Returned,CUST9340,PROD856,Kids Product,Fashion,Kids,1,83.83,83.83,9.7,55.31,Maharashtra,Japan,East,Standard
ORD100954,2024-03-10,2024-03-11,Delivered,CUST3617,PROD350,Mobile Product,Electronics,Mobile,1,186.8,186.8,5.61,140.26,Tamil Nadu,USA,South,Second Class
ORD100955,2023-02-17,2023-02-19,Shipped,CUST5957,PROD653,Fiction Product,Books,Fiction,1,190.19,190.19,37.69,112.77,California,Italy,West,Second Class
ORD100956,2023-02-20,2023-02-24,Cancelled,CUST8553,PROD762,Men Product,Fashion,Men,4,41.88,167.52,49.43,68.24,Queensland,Australia,East,Standard
ORD100957,2023-10-26,2023-11-01,Returned,CUST3905,PROD134,Men Product,Fashion,Men,4,183.35,733.4,98.69,434.42,Texas,Australia,South,Same Day
ORD100958,2023-01-24,2023-01-28,Returned,CUST5614,PROD660,Appliances Product,Home & Kitchen,Appliances,3,358.84,1076.52,65.67,764.48,California,USA,East,First Class
ORD100959,2024-01-19,2024-01-26,Delivered,CUST7093,PROD120,Indoor Product,Sports,Indoor,5,175.91,879.55,139.23,518.16,Bavaria,UK,West,Same Day
ORD100960,2023-04-11,2023-04-18,In Transit,CUST4104,PROD597,Fiction Product,Books,Fiction,5,24.35,121.75,29.2,56.73,Bavaria,UK,South,Standard
ORD100961,2023-09-23,2023-09-25,Shipped,CUST5834,PROD437,Laptop Product,Electronics,Laptop,4,148.65,594.6,30.8,503.88,Texas,Canada,East,Second Class
ORD100962,2024-10-05,2024-10-06,Returned,CUST4673,PROD462,Laptop Product,Electronics,Laptop,1,259.38,259.38,74.0,111.76,Tamil Nadu,Italy,North,Second Class
ORD100963,2023-03-16,2023-03-21,In Transit,CUST9910,PROD882,Decor Product,Home & Kitchen,Decor,1,266.25,266.25,44.57,149.63,Maharashtra,Brazil,Central,Same Day
ORD100964,2024-12-17,2024-12-18,Cancelled,CUST7677,PROD943,Accessories Product,Electronics,Accessories,4,233.39,933.56,124.02,570.65,Delhi,France,North,Same Day
ORD100965,2024-08-19,2024-08-25,Delivered,CUST8445,PROD284,Laptop Product,Electronics,Laptop,5,314.64,1573.2,466.99,928.91,Ontario,Brazil,South,Same Day
ORD100966,2024-03-08,2024-03-09,In Transit,CUST4447,PROD514,Outdoor Product,Sports,Outdoor,5,463.48,2317.4,342.58,1591.2,Queensland,Singapore,South,Second Class
ORD100967,2024-06-01,2024-06-04,Returned,CUST2791,PROD649,Women Product,Fashion,Women,1,241.52,241.52,53.32,152.6,Bavaria,France,Central,First Class
ORD100968,2023-11-05,2023-11-10,Shipped,CUST4093,PROD471,Women Product,Fashion,Women,5,265.26,1326.3,230.2,742.89,Karnataka,India,Central,Same Day
ORD100969,2023-01-06,2023-01-10,Returned,CUST9896,PROD224,Fitness Product,Sports,Fitness,4,103.88,415.52,80.0,212.49,Ontario,Canada,South,Standard
ORD100970,2023-12-21,2023-12-22,Returned,CUST7451,PROD779,Outdoor Product,Sports,Outdoor,5,495.51,2477.55,674.47,1182.93,Queensland,Singapore,West,Same Day
ORD100971,2024-03-22,2024-03-26,In Transit,CUST2551,PROD536,Accessories Product,Electronics,Accessories,2,41.74,83.48,9.86,63.43,Delhi,Singapore,Central,Second Class
ORD100972,2023-09-11,2023-09-14,Shipped,CUST3654,PROD656,Accessories Product,Electronics,Accessories,3,112.88,338.64,3.7,296.81,Maharashtra,UK,East,First Class
ORD100973,2023-08-20,2023-08-24,Delivered,CUST7341,PROD632,Decor Product,Home & Kitchen,Decor,5,16.06,80.3,9.19,53.36,Tamil Nadu,UAE,Central,Second Class
ORD100974,2024-05-26,2024-05-27,Delivered,CUST3198,PROD147,Fiction Product,Books,Fiction,4,303.06,1212.24,51.03,868.15,Ontario,Canada,West,Standard
ORD100975,2024-03-10,2024-03-12,Delivered,CUST7525,PROD683,Non-Fiction Product,Books,Non-Fiction,4,493.04,1972.16,179.77,1246.04,Delhi,India,Central,Second Class
ORD100976,2023-04-15,2023-04-18,Shipped,CUST3159,PROD279,Indoor Product,Sports,Indoor,4,60.9,243.6,24.26,190.4,Texas,Singapore,East,Same Day
ORD100977,2024-10-30,2024-11-04,Shipped,CUST6297,PROD342,Accessories Product,Electronics,Accessories,2,23.74,47.48,0.74,37.29,California,India,North,Second Class
ORD100978,2023-08-17,2023-08-18,Shipped,CUST7088,PROD481,Furniture Product,Home & Kitchen,Furniture,5,236.06,1180.3,294.22,560.11,Delhi,UK,West,Same Day
ORD100979,2023-10-04,2023-10-11,Returned,CUST4575,PROD569,Men Product,Fashion,Men,5,60.62,303.1,57.95,176.71,Karnataka,Italy,North,Same Day
ORD100980,2023-01-18,2023-01-20,Delivered,CUST3737,PROD328,Accessories Product,Electronics,Accessories,2,325.22,650.44,159.91,394.88,Tamil Nadu,UAE,West,Second Class
ORD100981,2023-04-19,2023-04-23,Cancelled,CUST7819,PROD850,Indoor Product,Sports,Indoor,3,383.77,1151.31,289.52,602.04,Delhi,Germany,North,Standard
ORD100982,2023-02-20,2023-02-23,Returned,CUST3199,PROD624,Non-Fiction Product,Books,Non-Fiction,4,367.97,1471.88,367.52,765.06,New York,Italy,West,Standard
ORD100983,2023-10-04,2023-10-09,Cancelled,CUST3114,PROD910,Decor Product,Home & Kitchen,Decor,3,416.99,1250.97,153.76,837.94,Karnataka,India,West,First Class
ORD100984,2024-02-24,2024-03-02,Shipped,CUST4077,PROD420,Indoor Product,Sports,Indoor,4,186.06,744.24,120.74,533.07,Maharashtra,Singapore,West,Standard
ORD100985,2024-11-05,2024-11-12,Shipped,CUST4781,PROD713,Furniture Product,Home & Kitchen,Furniture,2,234.1,468.2,129.44,207.03,Tamil Nadu,Australia,South,Standard
ORD100986,2023-04-16,2023-04-22,Shipped,CUST9334,PROD757,Mobile Product,Electronics,Mobile,3,129.11,387.33,80.59,198.03,California,Brazil,South,Second Class
ORD100987,2024-05-22,2024-05-26,Delivered,CUST3010,PROD403,Appliances Product,Home & Kitchen,Appliances,1,176.07,176.07,27.24,117.15,Delhi,Singapore,North,Same Day
ORD100988,2023-11-05,2023-11-10,Cancelled,CUST8826,PROD899,Appliances Product,Home & Kitchen,Appliances,1,214.39,214.39,43.26,149.07,Karnataka,USA,South,Standard
ORD100989,2023-11-24,2023-11-25,Cancelled,CUST7082,PROD129,Appliances Product,Home & Kitchen,Appliances,2,387.55,775.1,215.52,436.75,New York,Canada,Central,Standard
ORD100990,2024-03-18,2024-03-25,Cancelled,CUST8088,PROD145,Education Product,Books,Education,1,215.33,215.33,51.86,122.24,Ontario,Germany,East,Standard
ORD100991,2023-04-03,2023-04-07,Shipped,CUST5508,PROD741,Decor Product,Home & Kitchen,Decor,4,72.39,289.56,23.98,225.77,Delhi,France,South,Same Day
ORD100992,2023-05-09,2023-05-16,Delivered,CUST3166,PROD959,Women Product,Fashion,Women,5,101.56,507.8,49.16,338.03,Ontario,Canada,South,Standard
ORD100993,2024-12-21,2024-12-25,Shipped,CUST3788,PROD530,Women Product,Fashion,Women,2,372.23,744.46,177.98,423.96,Delhi,Japan,North,First Class
ORD100994,2023-05-01,2023-05-08,Shipped,CUST6215,PROD417,Decor Product,Home & Kitchen,Decor,3,452.7,1358.1,244.93,821.89,Delhi,USA,Central,Second Class
ORD100995,2024-07-20,2024-07-23,Shipped,CUST7215,PROD440,Women Product,Fashion,Women,3,268.35,805.05,208.8,484.57,Bavaria,UAE,East,Standard
ORD100996,2023-09-02,2023-09-07,Delivered,CUST1725,PROD907,Fiction Product,Books,Fiction,5,8.0,40.0,11.34,22.49,California,USA,East,Standard
ORD100997,2024-10-19,2024-10-26,In Transit,CUST2519,PROD303,Laptop Product,Electronics,Laptop,1,262.98,262.98,20.9,174.22,Tamil Nadu,UAE,North,Same Day
ORD100998,2023-12-25,2023-12-28,Shipped,CUST5246,PROD899,Furniture Product,Home & Kitchen,Furniture,1,100.6,100.6,20.42,67.44,Karnataka,India,South,Second Class
ORD100999,2023-03-14,2023-03-17,Cancelled,CUST6874,PROD266,Women Product,Fashion,Women,2,28.2,56.4,5.89,35.49,Karnataka,UAE,East,Second Class
ORD101000,2023-03-31,2023-04-03,Delivered,CUST5334,PROD309,Education Product,Books,Education,3,404.08,1212.24,69.55,826.64,Maharashtra,France,Central,First Class
ORD101001,2024-08-07,2024-08-08,Delivered,CUST9030,PROD105,Accessories Product,Electronics,Accessories,5,264.77,1323.85,330.97,729.67,Queensland,India,North,First Class
ORD101002,2023-06-03,2023-06-06,Delivered,CUST7403,PROD914,Accessories Product,Electronics,Accessories,5,398.77,1993.85,21.74,1592.94,Bavaria,Japan,West,First Class
ORD101003,2024-01-18,2024-01-24,Returned,CUST3429,PROD376,Furniture Product,Home & Kitchen,Furniture,2,143.83,287.66,3.82,212.95,Texas,Brazil,East,Standard
ORD101004,2023-01-06,2023-01-13,Shipped,CUST6153,PROD980,Decor Product,Home & Kitchen,Decor,5,296.53,1482.65,7.05,1305.32,Bavaria,Italy,North,Second Class
ORD101005,2023-07-22,2023-07-28,Cancelled,CUST5332,PROD410,Accessories Product,Electronics,Accessories,2,32.97,65.94,11.97,36.04,Tamil Nadu,Canada,North,Second Class
ORD101006,2024-06-05,2024-06-06,Returned,CUST6181,PROD902,Indoor Product,Sports,Indoor,3,492.52,1477.56,362.35,716.03,California,UK,North,Same Day
ORD101007,2023-11-15,2023-11-19,Cancelled,CUST8414,PROD813,Education Product,Books,Education,3,373.38,1120.14,238.83,717.02,New York,Singapore,Central,Same Day
ORD101008,2023-08-12,2023-08-17,In Transit,CUST7796,PROD979,Furniture Product,Home & Kitchen,Furniture,4,103.19,412.76,4.96,350.13,Maharashtra,France,East,Same Day
ORD101009,2024-09-06,2024-09-09,Shipped,CUST2650,PROD457,Appliances Product,Home & Kitchen,Appliances,2,356.72,713.44,87.52,433.52,Maharashtra,Brazil,South,First Class
ORD101010,2023-04-29,2023-05-02,In Transit,CUST9175,PROD301,Kids Product,Fashion,Kids,3,459.64,1378.92,46.51,975.41,California,Japan,South,Standard
ORD101011,2024-07-17,2024-07-19,In Transit,CUST3050,PROD778,Education Product,Books,Education,5,241.51,1207.55,144.63,868.03,Tamil Nadu,Australia,North,First Class
ORD101012,2023-10-05,2023-10-06,Delivered,CUST9780,PROD617,Furniture Product,Home & Kitchen,Furniture,3,356.45,1069.35,3.64,916.47,Bavaria,UK,West,Standard
ORD101013,2023-08-10,2023-08-11,In Transit,CUST3839,PROD540,Mobile Product,Electronics,Mobile,5,307.18,1535.9,113.91,1236.64,Ontario,Italy,North,Standard
ORD101014,2024-04-21,2024-04-24,Shipped,CUST1692,PROD824,Laptop Product,Electronics,Laptop,2,198.85,397.7,117.69,232.88,California,UAE,West,Same Day
ORD101015,2023-02-22,2023-02-26,In Transit,CUST3966,PROD159,Outdoor Product,Sports,Outdoor,1,158.73,158.73,2.28,124.06,New York,Brazil,South,Same Day
ORD101016,2024-09-10,2024-09-15,Returned,CUST2565,PROD917,Men Product,Fashion,Men,3,428.61,1285.83,83.79,1052.1,New York,India,South,Second Class
ORD101017,2024-07-12,2024-07-14,Delivered,CUST8237,PROD765,Mobile Product,Electronics,Mobile,1,87.26,87.26,2.97,59.26,Tamil Nadu,Germany,East,First Class
ORD101018,2024-01-25,2024-01-26,Returned,CUST7509,PROD304,Women Product,Fashion,Women,5,428.87,2144.35,570.85,1275.13,Queensland,UK,East,Standard
ORD101019,2023-06-30,2023-07-04,Returned,CUST6799,PROD811,Fiction Product,Books,Fiction,1,323.42,323.42,25.96,248.1,Delhi,UAE,South,Standard
ORD101020,2023-03-24,2023-03-25,In Transit,CUST7179,PROD258,Women Product,Fashion,Women,5,126.7,633.5,146.77,380.6,Bavaria,Singapore,West,Standard
ORD101021,2023-11-12,2023-11-16,Cancelled,CUST4457,PROD881,Outdoor Product,Sports,Outdoor,3,380.14,1140.42,127.48,716.81,New York,Singapore,Central,Second Class
ORD101022,2023-10-19,2023-10-22,Returned,CUST8115,PROD451,Women Product,Fashion,Women,1,118.48,118.48,7.27,88.48,New York,Canada,East,Same Day
ORD101023,2024-10-20,2024-10-26,Delivered,CUST4544,PROD774,Non-Fiction Product,Books,Non-Fiction,2,378.65,757.3,145.58,434.3,New York,Japan,West,Standard
ORD101024,2023-04-13,2023-04-20,Delivered,CUST8972,PROD568,Education Product,Books,Education,5,53.41,267.05,6.57,208.42,Delhi,Brazil,South,Standard
ORD101025,2023-11-20,2023-11-23,Shipped,CUST5628,PROD265,Appliances Product,Home & Kitchen,Appliances,1,60.68,60.68,3.16,43.72,Maharashtra,Singapore,Central,Second Class
ORD101026,2023-10-02,2023-10-09,Cancelled,CUST8360,PROD374,Fiction Product,Books,Fiction,3,171.03,513.09,52.56,320.41,Texas,Brazil,East,First Class
ORD101027,2024-04-06,2024-04-09,Shipped,CUST8094,PROD119,Education Product,Books,Education,5,399.5,1997.5,353.63,1131.62,California,USA,East,Same Day
ORD101028,2024-02-08,2024-02-10,Delivered,CUST7565,PROD932,Outdoor Product,Sports,Outdoor,5,472.12,2360.6,510.7,1363.63,Karnataka,UK,South,Same Day
ORD101029,2023-07-14,2023-07-20,Delivered,CUST5628,PROD373,Decor Product,Home & Kitchen,Decor,5,10.69,53.45,0.4,37.53,California,UK,West,Second Class
ORD101030,2023-12-18,2023-12-25,Returned,CUST4851,PROD898,Fiction Product,Books,Fiction,5,35.86,179.3,29.87,100.78,Maharashtra,USA,South,First Class
ORD101031,2024-12-06,2024-12-08,Cancelled,CUST8786,PROD539,Laptop Product,Electronics,Laptop,5,268.75,1343.75,301.8,766.46,Delhi,Japan,East,Second Class
ORD101032,2023-12-30,2024-01-02,Cancelled,CUST4903,PROD640,Kids Product,Fashion,Kids,5,376.88,1884.4,397.81,1074.23,Bavaria,Australia,West,Second Class
ORD101033,2023-05-27,2023-05-29,In Transit,CUST1674,PROD905,Appliances Product,Home & Kitchen,Appliances,1,491.09,491.09,9.02,417.33,Karnataka,USA,North,Same Day
ORD101034,2023-06-03,2023-06-07,Shipped,CUST1632,PROD787,Education Product,Books,Education,1,163.62,163.62,13.08,123.12,Ontario,Italy,West,Second Class
ORD101035,2023-05-16,2023-05-22,Shipped,CUST6140,PROD791,Men Product,Fashion,Men,1,21.11,21.11,2.64,14.08,Maharashtra,Japan,West,Same Day
ORD101036,2024-12-14,2024-12-21,Cancelled,CUST4290,PROD159,Men Product,Fashion,Men,4,143.48,573.92,73.85,390.73,Maharashtra,France,East,First Class
ORD101037,2023-04-26,2023-04-30,Returned,CUST2382,PROD877,Appliances Product,Home & Kitchen,Appliances,5,230.25,1151.25,96.31,889.23,Bavaria,UAE,South,First Class
ORD101038,2023-09-29,2023-10-05,In Transit,CUST6428,PROD187,Fiction Product,Books,Fiction,5,293.46,1467.3,231.45,891.98,California,Canada,South,Second Class
ORD101039,2024-02-23,2024-02-28,Delivered,CUST4233,PROD576,Outdoor Product,Sports,Outdoor,5,387.63,1938.15,509.43,1050.7,Karnataka,Canada,West,Standard
ORD101040,2024-12-09,2024-12-15,Returned,CUST2410,PROD837,Appliances Product,Home & Kitchen,Appliances,4,236.77,947.08,31.4,741.59,Karnataka,Japan,Central,Same Day
ORD101041,2024-12-04,2024-12-06,Cancelled,CUST9785,PROD273,Indoor Product,Sports,Indoor,4,468.94,1875.76,538.6,874.65,Texas,UK,West,Second Class
ORD101042,2024-10-18,2024-10-25,Shipped,CUST9095,PROD739,Kids Product,Fashion,Kids,1,216.94,216.94,60.55,99.83,New York,Australia,Central,Second Class
ORD101043,2023-07-22,2023-07-28,Shipped,CUST6862,PROD812,Men Product,Fashion,Men,5,68.43,342.15,27.65,242.09,Delhi,Canada,South,Second Class
ORD101044,2024-02-21,2024-02-25,Delivered,CUST5249,PROD433,Accessories Product,Electronics,Accessories,2,196.25,392.5,12.57,312.44,Delhi,Germany,Central,Same Day
ORD101045,2023-10-01,2023-10-08,In Transit,CUST7542,PROD411,Accessories Product,Electronics,Accessories,4,17.53,70.12,13.77,47.57,Queensland,India,East,Second Class
ORD101046,2023-07-22,2023-07-23,In Transit,CUST9888,PROD602,Indoor Product,Sports,Indoor,4,217.01,868.04,19.49,624.31,Maharashtra,Germany,West,Same Day
ORD101047,2024-09-19,2024-09-22,Shipped,CUST1982,PROD700,Men Product,Fashion,Men,4,22.55,90.2,26.52,40.34,Maharashtra,India,South,Second Class
ORD101048,2024-04-05,2024-04-07,Shipped,CUST8706,PROD961,Accessories Product,Electronics,Accessories,4,206.68,826.72,141.27,593.02,Maharashtra,Canada,North,Standard
ORD101049,2024-08-22,2024-08-24,In Transit,CUST8809,PROD375,Kids Product,Fashion,Kids,5,158.08,790.4,189.1,398.55,Karnataka,Canada,West,Same Day
ORD101050,2023-07-03,2023-07-09,In Transit,CUST9676,PROD820,Laptop Product,Electronics,Laptop,1,152.69,152.69,21.2,112.31,Maharashtra,USA,West,Same Day
ORD101051,2024-02-21,2024-02-23,Returned,CUST1974,PROD878,Furniture Product,Home & Kitchen,Furniture,5,195.08,975.4,163.21,693.22,Queensland,India,West,Same Day
ORD101052,2024-12-27,2025-01-01,Cancelled,CUST2848,PROD252,Furniture Product,Home & Kitchen,Furniture,3,237.67,713.01,6.82,576.82,Texas,Japan,Central,First Class
ORD101053,2024-07-16,2024-07-18,Shipped,CUST4216,PROD788,Fitness Product,Sports,Fitness,1,441.5,441.5,31.4,354.4,Texas,Japan,South,Same Day
ORD101054,2023-05-05,2023-05-06,In Transit,CUST4618,PROD243,Indoor Product,Sports,Indoor,4,211.8,847.2,179.61,552.56,New York,Japan,North,First Class
ORD101055,2023-07-19,2023-07-24,Cancelled,CUST4798,PROD912,Non-Fiction Product,Books,Non-Fiction,5,49.51,247.55,2.61,186.26,Delhi,UAE,East,First Class
ORD101056,2023-07-02,2023-07-09,Shipped,CUST5157,PROD453,Appliances Product,Home & Kitchen,Appliances,4,96.2,384.8,52.0,249.92,Queensland,UK,South,Second Class
ORD101057,2023-09-26,2023-10-01,Returned,CUST6555,PROD106,Outdoor Product,Sports,Outdoor,4,280.36,1121.44,268.15,653.62,Bavaria,France,Central,Same Day
ORD101058,2023-05-02,2023-05-09,Cancelled,CUST4272,PROD699,Women Product,Fashion,Women,2,187.01,374.02,92.09,235.24,Texas,France,North,Second Class
ORD101059,2023-08-25,2023-09-01,In Transit,CUST8006,PROD125,Mobile Product,Electronics,Mobile,4,316.29,1265.16,128.59,849.17,Ontario,Singapore,Central,First Class
ORD101060,2023-06-01,2023-06-06,Shipped,CUST5126,PROD873,Kids Product,Fashion,Kids,4,319.94,1279.76,72.34,1068.98,Bavaria,India,Central,Second Class
ORD101061,2023-03-23,2023-03-24,In Transit,CUST4440,PROD863,Men Product,Fashion,Men,3,42.07,126.21,23.26,88.99,Ontario,Canada,West,Standard
ORD101062,2024-04-05,2024-04-10,Delivered,CUST9784,PROD791,Fitness Product,Sports,Fitness,3,142.9,428.7,71.1,259.75,Bavaria,Australia,South,Same Day
ORD101063,2023-12-03,2023-12-08,In Transit,CUST9023,PROD796,Decor Product,Home & Kitchen,Decor,1,54.27,54.27,9.19,39.02,Tamil Nadu,Japan,Central,Standard
ORD101064,2024-03-13,2024-03-19,Shipped,CUST8006,PROD474,Furniture Product,Home & Kitchen,Furniture,4,79.74,318.96,39.08,209.47,California,Brazil,North,First Class
ORD101065,2023-12-05,2023-12-07,In Transit,CUST7783,PROD763,Outdoor Product,Sports,Outdoor,2,113.2,226.4,10.65,181.03,Delhi,UK,South,Same Day
ORD101066,2023-05-01,2023-05-07,Delivered,CUST4782,PROD121,Mobile Product,Electronics,Mobile,5,483.07,2415.35,224.74,1580.01,Queensland,Germany,East,First Class
ORD101067,2024-07-06,2024-07-11,In Transit,CUST5660,PROD462,Non-Fiction Product,Books,Non-Fiction,1,310.79,310.79,89.62,172.73,Tamil Nadu,Canada,East,First Class
ORD101068,2023-04-23,2023-04-27,In Transit,CUST9135,PROD375,Education Product,Books,Education,3,148.42,445.26,114.81,207.4,Bavaria,Canada,West,Same Day
ORD101069,2023-11-25,2023-11-26,Cancelled,CUST7714,PROD125,Accessories Product,Electronics,Accessories,1,472.51,472.51,63.34,312.56,Texas,Australia,South,Second Class
ORD101070,2024-12-16,2024-12-18,In Transit,CUST3078,PROD902,Indoor Product,Sports,Indoor,1,284.3,284.3,50.36,201.77,Queensland,UAE,East,First Class
ORD101071,2023-09-07,2023-09-08,In Transit,CUST3205,PROD138,Women Product,Fashion,Women,3,142.72,428.16,3.32,359.58,Bavaria,Canada,North,Second Class
ORD101072,2024-01-14,2024-01-16,Cancelled,CUST6042,PROD785,Outdoor Product,Sports,Outdoor,2,495.17,990.34,229.06,590.95,California,India,East,Second Class
ORD101073,2023-07-20,2023-07-21,Shipped,CUST5204,PROD579,Accessories Product,Electronics,Accessories,5,209.33,1046.65,21.33,836.83,Maharashtra,Canada,West,Standard
ORD101074,2023-02-06,2023-02-10,Cancelled,CUST3258,PROD459,Fiction Product,Books,Fiction,1,447.81,447.81,97.6,243.64,California,Singapore,North,Standard
ORD101075,2024-10-14,2024-10-17,Shipped,CUST6105,PROD723,Indoor Product,Sports,Indoor,1,472.18,472.18,138.37,262.94,Tamil Nadu,Brazil,South,First Class
ORD101076,2023-05-26,2023-05-30,Cancelled,CUST6146,PROD183,Outdoor Product,Sports,Outdoor,2,232.62,465.24,42.1,319.61,Delhi,Singapore,South,Standard
ORD101077,2023-07-08,2023-07-11,Cancelled,CUST2083,PROD810,Laptop Product,Electronics,Laptop,4,416.41,1665.64,245.22,1152.39,Ontario,Singapore,Central,Standard
ORD101078,2023-05-13,2023-05-18,Delivered,CUST7944,PROD933,Women Product,Fashion,Women,3,396.34,1189.02,326.16,618.62,Queensland,Brazil,East,First Class
ORD101079,2024-05-06,2024-05-09,Delivered,CUST5275,PROD770,Education Product,Books,Education,2,141.25,282.5,5.57,217.45,Queensland,Australia,West,First Class
ORD101080,2023-02-16,2023-02-19,Returned,CUST4896,PROD161,Fitness Product,Sports,Fitness,1,157.07,157.07,35.91,89.86,Tamil Nadu,Singapore,Central,Standard
ORD101081,2023-08-02,2023-08-05,Returned,CUST5599,PROD520,Education Product,Books,Education,5,405.86,2029.3,149.01,1609.18,Tamil Nadu,UK,West,Same Day
ORD101082,2024-09-27,2024-09-28,Delivered,CUST6083,PROD138,Appliances Product,Home & Kitchen,Appliances,1,21.19,21.19,4.4,11.89,Texas,Brazil,North,Standard
ORD101083,2024-03-19,2024-03-21,Delivered,CUST9514,PROD773,Kids Product,Fashion,Kids,2,400.67,801.34,65.81,570.84,Texas,India,West,First Class
ORD101084,2023-07-30,2023-08-05,Returned,CUST6532,PROD855,Accessories Product,Electronics,Accessories,3,481.77,1445.31,85.12,1113.9,Maharashtra,UK,South,Standard
ORD101085,2023-08-30,2023-09-01,Cancelled,CUST3575,PROD596,Education Product,Books,Education,3,41.89,125.67,17.15,92.4,Delhi,UAE,Central,Standard
ORD101086,2024-02-08,2024-02-09,Delivered,CUST6041,PROD650,Indoor Product,Sports,Indoor,1,249.9,249.9,32.97,161.93,Texas,Canada,Central,Second Class
ORD101087,2023-07-16,2023-07-19,Returned,CUST3044,PROD764,Men Product,Fashion,Men,2,399.61,799.22,148.09,538.05,Queensland,Italy,West,Standard
ORD101088,2023-08-01,2023-08-02,Cancelled,CUST4671,PROD255,Decor Product,Home & Kitchen,Decor,4,113.68,454.72,89.32,262.97,California,UK,Central,Same Day
ORD101089,2024-08-18,2024-08-21,Shipped,CUST1488,PROD469,Men Product,Fashion,Men,2,413.85,827.7,106.73,578.93,Delhi,USA,North,Standard
ORD101090,2024-12-09,2024-12-13,Returned,CUST6636,PROD421,Women Product,Fashion,Women,5,193.73,968.65,176.85,634.93,Ontario,Canada,Central,Same Day
ORD101091,2023-03-23,2023-03-25,Delivered,CUST3003,PROD741,Women Product,Fashion,Women,3,13.55,40.65,1.65,31.46,Texas,Singapore,West,First Class
ORD101092,2024-10-15,2024-10-16,Returned,CUST3771,PROD265,Fiction Product,Books,Fiction,2,68.43,136.86,1.38,103.12,Queensland,USA,North,Same Day
ORD101093,2024-10-15,2024-10-16,Shipped,CUST4247,PROD215,Furniture Product,Home & Kitchen,Furniture,4,41.48,165.92,11.37,124.33,California,USA,Central,Second Class
ORD101094,2024-03-13,2024-03-18,In Transit,CUST3580,PROD415,Men Product,Fashion,Men,1,391.5,391.5,21.93,330.33,Ontario,UK,West,Standard
ORD101095,2024-09-02,2024-09-08,Shipped,CUST9754,PROD945,Indoor Product,Sports,Indoor,1,203.9,203.9,7.29,142.11,Karnataka,Germany,South,Same Day
ORD101096,2024-04-13,2024-04-15,Cancelled,CUST9846,PROD764,Laptop Product,Electronics,Laptop,3,339.6,1018.8,104.67,620.08,Queensland,Italy,Central,Same Day
ORD101097,2023-07-02,2023-07-03,In Transit,CUST3901,PROD621,Furniture Product,Home & Kitchen,Furniture,3,292.22,876.66,224.25,494.91,Texas,UAE,South,Second Class
ORD101098,2024-04-25,2024-04-30,Cancelled,CUST4742,PROD961,Appliances Product,Home & Kitchen,Appliances,2,400.09,800.18,28.19,573.0,Tamil Nadu,India,West,Standard
ORD101099,2024-05-18,2024-05-22,In Transit,CUST8599,PROD399,Kids Product,Fashion,Kids,4,246.37,985.48,241.12,522.79,Texas,Canada,West,Standard
ORD101100,2024-11-14,2024-11-20,Delivered,CUST2836,PROD207,Non-Fiction Product,Books,Non-Fiction,5,336.75,1683.75,112.18,1287.11,New York,Brazil,West,Standard
ORD101101,2024-11-17,2024-11-23,Cancelled,CUST9629,PROD922,Indoor Product,Sports,Indoor,4,55.18,220.72,39.24,142.29,New York,India,North,First Class
ORD101102,2023-10-30,2023-11-03,In Transit,CUST3349,PROD454,Non-Fiction Product,Books,Non-Fiction,3,374.09,1122.27,284.81,631.29,New York,Germany,West,First Class
ORD101103,2024-08-12,2024-08-17,Returned,CUST5143,PROD532,Fiction Product,Books,Fiction,5,499.65,2498.25,138.96,1702.94,Maharashtra,Germany,North,Same Day
ORD101104,2023-06-10,2023-06-14,Cancelled,CUST1790,PROD105,Fiction Product,Books,Fiction,3,399.44,1198.32,345.49,707.04,Tamil Nadu,UAE,East,Same Day
ORD101105,2023-04-27,2023-05-02,Shipped,CUST1801,PROD656,Non-Fiction Product,Books,Non-Fiction,3,124.1,372.3,9.94,266.61,Queensland,Germany,West,Second Class
ORD101106,2024-11-16,2024-11-21,In Transit,CUST9495,PROD706,Furniture Product,Home & Kitchen,Furniture,3,325.95,977.85,133.56,609.6,Maharashtra,France,East,Second Class
